央视,#genre#
CCTV-6电影,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226699/1.m3u8
CCTV-6电影,https://cntv.sbs/tv?auth=230830&id=cctv6
CCTV-6电影,http://1.195.111.251:11190/tsfile/live/0006_1.m3u8
CCTV-6电影,https://live.goodiptv.club/api/cqyx.php?id=cctv6HD
CCTV-7国防军事,https://cntv.sbs/tv?auth=230830&id=cctv7
CCTV-7国防军事,http://1.195.111.251:11190/tsfile/live/0007_1.m3u8
CCTV-7国防军事,https://live.goodiptv.club/api/cqyx.php?id=cctv7HD
CCTV-8电视剧,https://cntv.sbs/tv?auth=230830&id=cctv8
CCTV-8电视剧,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226012/index.m3u8?
CCTV-8电视剧,https://live.goodiptv.club/api/cqyx.php?id=cctv8HD
CCTV-8电视剧,http://1.195.111.251:11190/tsfile/live/0008_1.m3u8
CCTV-9纪录,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226197/index.m3u8?
CCTV-9纪录,https://cntv.sbs/tv?auth=230830&id=cctv9
CCTV-9纪录,https://live.goodiptv.club/api/cqyx.php?id=cctv9HD
CCTV-9纪录,http://1.195.111.251:11190/tsfile/live/0009_1.m3u8
CCTV-10科教,http://222.71.90.218:8888/newlive/live/hls/11/live.m3u8
CCTV-10科教,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226189/index.m3u8?
CCTV-10科教,http://111.59.63.32:9901/tsfile/live/1017_1.m3u8
CCTV-10科教,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226189/index.m3u8?
CCTV-10科教,https://cntv.sbs/tv?auth=230830&id=cctv10
CCTV-11戏曲,http://221.213.43.82:8888/newlive/live/hls/13/live.m3u8
CCTV-11戏曲,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226714/1.m3u8?
CCTV-11戏曲,https://cntv.sbs/tv?auth=230830&id=cctv11
CCTV-11戏曲,http://1.195.111.251:11190/tsfile/live/0011_1.m3u8
CCTV-11戏曲,https://live.goodiptv.club/api/cqyx.php?id=cctv11HD
CCTV-12社会与法,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226723/1.m3u8?
CCTV-12社会与法,https://cntv.sbs/tv?auth=230830&id=cctv12
CCTV-12社会与法,https://live.goodiptv.club/api/cqyx.php?id=cctv12HD
CCTV-12社会与法,http://1.195.111.251:11190/tsfile/live/0012_1.m3u8
CCTV-13新闻,https://live-play.cctvnews.cctv.com/cctv/merge_cctv13.m3u8
CCTV-13新闻,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226233/index.m3u8?
CCTV-13新闻,http://223.95.111.98:5555/newlive/live/hls/13/live.m3u8
CCTV-13新闻,https://live.goodiptv.club/api/cqyx.php?id=CCTVNewsHD
CCTV-13新闻,http://1.195.111.251:11190/tsfile/live/0013_1.m3u8
CCTV-14少儿,https://cntv.sbs/tv?auth=230830&id=cctv14
CCTV-14少儿,http://1.195.111.251:11190/tsfile/live/0014_1.m3u8
CCTV-14少儿,https://live.goodiptv.club/api/cqyx.php?id=cctvseHD
CCTV-15音乐,https://cntv.sbs/tv?auth=230830&id=cctv15
CCTV-15音乐,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225785/index.m3u8?
CCTV-15音乐,http://1.195.111.251:11190/tsfile/live/0015_1.m3u8
CCTV-15音乐,https://live.goodiptv.club/api/cqyx.php?id=cctv15HD
CCTV-17农村农业,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226727/1.m3u8
CCTV-17农村农业,https://cntv.sbs/tv?auth=230830&id=cctv17
CCTV-17农村农业,https://live.goodiptv.club/api/cqyx.php?id=cctv17HD
CGTN,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225745/1.m3u8
CGTN,https://live.cgtn.com/1000/prog_index.m3u8
CGTN,https://liveru.cgtn.com/1000r/prog_index.m3u8
CGTN,https://livefr.cgtn.com/1000f/prog_index.m3u8
CGTN,https://livear.cgtn.com/1000a/prog_index.m3u8
CCTV4K,http://159.75.85.63:5679/cctv4k.php
CCTV4K,https://cntv.sbs/tv?auth=230830&id=cctv4k
CCTV4K,https://live.goodiptv.club/api/cqyx.php?id=CCTV4K
CCTV4K,http://liveop.cctv.cn/hls/4KHD/playlist.m3u8
CCTV奥林匹克频道,https://cntv.sbs/tv?auth=230830&id=cctv164k
CCTV奥林匹克频道,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226921/index.m3u8
CCTV奥林匹克频道,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226921/index.m3u8?
CCTV奥林匹克频道,https://live.goodiptv.club/api/cqyx.php?id=cctv16HD

卫视,#genre#
湖南卫视,http://222.71.90.218:8888/newlive/live/hls/22/live.m3u8
湖南卫视,https://cntv.sbs/tv?auth=230830&id=hunws
湖南卫视,http://221.2.36.34:8888/newlive/live/hls/23/live.m3u8
湖南卫视,https://live.goodiptv.club/api/cqyx.php?id=hunanHD
浙江卫视,http://hw-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8
浙江卫视,https://cntv.sbs/tv?auth=230830&id=zjws
浙江卫视,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225798/1.m3u8
浙江卫视,http://222.71.90.218:8888/newlive/live/hls/20/live.m3u8
浙江卫视,http://221.2.36.34:8888/newlive/live/hls/24/live.m3u8
江苏卫视,https://cntv.sbs/tv?auth=230830&id=jsws
江苏卫视,http://222.71.90.218:8888/newlive/live/hls/21/live.m3u8
江苏卫视,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226200/index.m3u8?
江苏卫视,http://221.2.36.34:8888/newlive/live/hls/22/live.m3u8
江苏卫视,https://live.goodiptv.club/api/cqyx.php?id=jiangsuHD
北京卫视,http://221.213.43.82:8888/newlive/live/hls/19/live.m3u8
北京卫视,https://cntv.sbs/tv?auth=230830&id=bjws
北京卫视,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226222/1.m3u8
北京卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225796/index.m3u8?
北京卫视,http://111.59.63.32:9901/tsfile/live/1030_1.m3u8
东方卫视,http://222.71.90.218:8888/newlive/live/hls/19/live.m3u8
东方卫视,http://221.2.36.34:8888/newlive/live/hls/20/live.m3u8
东方卫视,https://cntv.sbs/tv?auth=230830&id=dfws
东方卫视,https://live.goodiptv.club/api/cqyx.php?id=shanghaiHD
安徽卫视,http://221.2.36.34:8888/newlive/live/hls/25/live.m3u8
广东卫视,http://222.71.90.218:8888/newlive/live/hls/23/live.m3u8
广东卫视,https://cntv.sbs/tv?auth=230830&id=gdws
广东卫视,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226216/1.m3u8
广东卫视,http://221.2.36.34:8888/newlive/live/hls/21/live.m3u8
广东卫视,https://live.goodiptv.club/api/cqyx.php?id=guangdongHD
深圳卫视,https://cntv.sbs/tv?auth=230830&id=szws
深圳卫视,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226205/index.m3u8?
深圳卫视,http://221.2.36.34:8888/newlive/live/hls/28/live.m3u8
深圳卫视,https://live.goodiptv.club/api/cqyx.php?id=shenzhenHD
辽宁卫视,https://cntv.sbs/tv?auth=230830&id=lnws
辽宁卫视,http://221.2.36.34:8888/newlive/live/hls/43/live.m3u8
海南卫视,https://cntv.sbs/tv?auth=230830&id=hinws
海南卫视,http://221.2.36.34:8888/newlive/live/hls/47/live.m3u8
海南卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225769/index.m3u8?
海南卫视,https://live.goodiptv.club/api/cqyx.php?id=hainanSD
山东卫视,http://221.2.36.34:8888/newlive/live/hls/30/live.m3u8
天津卫视,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226686/1.m3u8
天津卫视,http://221.213.43.82:8888/newlive/live/hls/42/live.m3u8
天津卫视,https://cntv.sbs/tv?auth=230830&id=tjws
天津卫视,http://111.59.63.32:9901/tsfile/live/1047_1.m3u8
天津卫视,http://221.2.36.34:8888/newlive/live/hls/42/live.m3u8
重庆卫视,http://221.213.43.82:8888/newlive/live/hls/31/live.m3u8
重庆卫视,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226680/1.m3u8
重庆卫视,http://221.2.36.34:8888/newlive/live/hls/31/live.m3u8
重庆卫视,https://cntv.sbs/tv?auth=230830&id=cqws
重庆卫视,https://live.goodiptv.club/api/cqyx.php?id=chongqingHD
东南卫视,https://cntv.sbs/tv?auth=230830&id=dnws
东南卫视,http://221.2.36.34:8888/newlive/live/hls/44/live.m3u8
东南卫视,https://live.goodiptv.club/api/cqyx.php?id=dongnanHD
甘肃卫视,https://cntv.sbs/tv?auth=230830&id=gsws
广西卫视,http://221.213.43.82:8888/newlive/live/hls/26/live.m3u8
广西卫视,http://222.71.90.218:8888/newlive/live/hls/40/live.m3u8
广西卫视,http://111.59.63.32:9901/tsfile/live/1003_1.m3u8
广西卫视,https://cntv.sbs/tv?auth=230830&id=gxws
广西卫视,http://221.2.36.34:8888/newlive/live/hls/26/live.m3u8
贵州卫视,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226672/1.m3u8
贵州卫视,http://221.213.43.82:8888/newlive/live/hls/29/live.m3u8
贵州卫视,http://111.59.63.32:9901/tsfile/live/1036_1.m3u8
贵州卫视,http://221.2.36.34:8888/newlive/live/hls/29/live.m3u8
贵州卫视,https://live.goodiptv.club/api/cqyx.php?id=guizhouHD
河北卫视,https://cntv.sbs/tv?auth=230830&id=hbws
河北卫视,http://event.pull.hebtv.com/jishi/weishipindao.m3u8
河北卫视,http://221.2.36.34:8888/newlive/live/hls/46/live.m3u8
河北卫视,https://live.goodiptv.club/api/cqyx.php?id=hebeiSD
黑龙江卫视,https://cntv.sbs/tv?auth=230830&id=hljws
黑龙江卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225802/1.m3u8
黑龙江卫视,http://221.2.36.34:8888/newlive/live/hls/45/live.m3u8
河南卫视,https://cntv.sbs/tv?auth=230830&id=hnws
河南卫视,http://221.2.36.34:8888/newlive/live/hls/33/live.m3u8
河南卫视,http://media.hndyjyfw.gov.cn/live/jz-hnweishi/live.m3u8
河南卫视,https://live.goodiptv.club/api/cqyx.php?id=henanHD
湖北卫视,http://221.2.36.34:8888/newlive/live/hls/34/live.m3u8
湖北卫视,https://cntv.sbs/tv?auth=230830&id=hubws
江西卫视,https://cntv.sbs/tv?auth=230830&id=jxws
江西卫视,http://221.2.36.34:8888/newlive/live/hls/48/live.m3u8
江西卫视,https://live.goodiptv.club/api/cqyx.php?id=jiangxiHD
吉林卫视,https://cntv.sbs/tv?auth=230830&id=jlws
吉林卫视,http://221.2.36.34:8888/newlive/live/hls/35/live.m3u8
吉林卫视,https://live.goodiptv.club/api/cqyx.php?id=jilinHD
内蒙古卫视,https://cntv.sbs/tv?auth=230830&id=nmws
宁夏卫视,https://cntv.sbs/tv?auth=230830&id=nxws
山西卫视,https://cntv.sbs/tv?auth=230830&id=sxiws
陕西卫视,https://cntv.sbs/tv?auth=230830&id=sxws
四川卫视,https://cntv.sbs/tv?auth=230830&id=scws
四川卫视,http://221.2.36.34:8888/newlive/live/hls/32/live.m3u8
四川卫视,https://live.goodiptv.club/api/cqyx.php?id=sichuanHD
新疆卫视,http://221.2.36.34:8888/newlive/live/hls/38/live.m3u8
新疆卫视,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225747/1.m3u8
新疆卫视,https://cntv.sbs/tv?auth=230830&id=xjws
云南卫视,http://221.213.43.82:8888/newlive/live/hls/27/live.m3u8
云南卫视,https://cntv.sbs/tv?auth=230830&id=ynws
云南卫视,http://222.71.90.218:8888/newlive/live/hls/39/live.m3u8
云南卫视,http://221.2.36.34:8888/newlive/live/hls/27/live.m3u8
云南卫视,http://tvlive.ynradio.com/live/yunnanweishi/chunks.m3u8
青海卫视,http://221.2.36.34:8888/newlive/live/hls/39/live.m3u8
青海卫视,http://stream.qhbtv.com/qhws/sd/live.m3u8
南方卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226218/index.m3u8?
兵团卫视,https://cntv.sbs/tv?auth=230830&id=btws
兵团卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226214/index.m3u8
兵团卫视,https://live.goodiptv.club/api/cqyx.php?id=bingtuanSD
延边卫视,http://live.ybtvyun.com/video/s10016-6f0dfd97912f/index.m3u8
延边卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226220/index.m3u8
厦门卫视,https://cntv.sbs/tv?auth=230830&id=xmws
金鹰卡通,http://223.151.51.27:85/tsfile/live/1016_1.m3u8?key=txiptv&playlive=1&authid=0
金鹰卡通,https://live.goodiptv.club/api/cqyx.php?id=jinyingSD
金鹰卡通,https://cntv.sbs/tv?auth=230830&id=jykt
康巴卫视,https://cntv.sbs/tv?auth=230830&id=kbws
西藏卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226212/index.m3u8
西藏卫视,https://cntv.sbs/tv?auth=230830&id=xzws
西藏卫视,http://221.2.36.34:8888/newlive/live/hls/37/live.m3u8
三沙卫视,https://cntv.sbs/tv?auth=230830&id=ssws

上海,#genre#
五星体育频道,https://cntv.sbs/tv?auth=230830&id=wxty

香港,#genre#
翡翠台,http://r.jdshipin.com/qrfbg
翡翠台,https://dispatchnew.ulivetv.net/v/live/ccns0yuvkzpc.m3u8?stream_id=ccns0yuvkzpc&token=c0vzuc7wqkzk
翡翠台,http://198.16.100.90:8278/Wlt/playlist.m3u8?tid=MC9C7523788875237888&ct=19225&tsum=fc74aa160d3ca61369c2e5f3ae79ee8e
无线新闻台,https://dispatchnew.ulivetv.net/v/live/ccns1uzk2bwg.m3u8?stream_id=ccns1uzk2bwg&token=c0vzuc7wqkzk
无线财经资讯台,https://dispatchnew.ulivetv.net/v/live/ccns2zd6z3y8.m3u8?stream_id=ccns2zd6z3y8&token=c0vzuc7wqkzk
凤凰卫视中文台,http://pi.0472.org/tv/cbn.php?id=xfjcHD
凤凰卫视中文台,http://162.19.247.76:22222/live/fenghuangweishi/index.m3u8
凤凰卫视资讯台,http://162.19.247.76:22222/live/fenghuangzhixun/index.m3u8
凤凰卫视香港台,http://162.19.247.76:22222/live/fenghuangxianggang/index.m3u8
Viu TV,https://dispatchnew.ulivetv.net/v/live/ccnuwp0ol8zk.m3u8?stream_id=ccnuwp0ol8zk&token=c0vzuc7wqkzk
J2,https://dispatchnew.ulivetv.net/v/live/ccns1caueri8.m3u8?stream_id=ccns1caueri8&token=c0vzuc7wqkzk
香港国际财经台,http://uc6.i-cable.com/live_freedirect/opentvhd002_h.live/playlist.m3u8
有线新闻台,http://cm61-10-2-143.hkcable.com.hk/live_freedirect/freehd209_h.live/playlist.m3u8
有线新闻台,http://61.10.2.140:80/live_freedirect/freehd209_h.live/chunklist_w135209556.m3u8
有线新闻台,http://61.10.2.141/live_freedirect/freehd209_h.live/playlist.m3u8
有线新闻台,https://api.leonardpark.dev/live/icable/109
